iteration, p, s, N1, X1, p(X>x1), N2, X1, p(X>x2), N3, X3, p(X>x3), pf = p(X>x1)*p(X>x2)*p(X>x3)
100, 51, 42, 520, 285, 0.012613, 141, 134, 0.000000, 15, 5, 0.849121, 0.000000
100, 51, 43, 497, 271, 0.019485, 154, 138, 0.000000, 16, 2, 0.997910, 0.000000
100, 51, 44, 601, 283, 0.917289, 153, 143, 0.000000, 8, 3, 0.636719, 0.000000
100, 51, 45, 509, 267, 0.124560, 136, 131, 0.000000, 12, 5, 0.612793, 0.000000
100, 51, 46, 547, 272, 0.534068, 127, 117, 0.000000, 15, 9, 0.150879, 0.000000
100, 51, 47, 574, 272, 0.886960, 142, 136, 0.000000, 12, 7, 0.193848, 0.000000
100, 51, 48, 576, 265, 0.969651, 148, 145, 0.000000, 13, 6, 0.500000, 0.000000
100, 51, 49, 510, 250, 0.654859, 179, 174, 0.000000, 18, 5, 0.951874, 0.000000
100, 52, 0, 372, 165, 0.983308, 100, 97, 0.000000, 11, 2, 0.967285, 0.000000
100, 52, 1, 567, 221, 1.000000, 144, 134, 0.000000, 14, 8, 0.211975, 0.000000
100, 52, 2, 510, 231, 0.981344, 128, 124, 0.000000, 16, 6, 0.772751, 0.000000
100, 52, 3, 538, 253, 0.909334, 177, 162, 0.000000, 11, 3, 0.886719, 0.000000
100, 52, 4, 455, 209, 0.954321, 138, 133, 0.000000, 13, 7, 0.290527, 0.000000
100, 52, 5, 500, 229, 0.966695, 116, 109, 0.000000, 17, 8, 0.500000, 0.000000
100, 52, 6, 494, 237, 0.803672, 120, 118, 0.000000, 12, 6, 0.387207, 0.000000
100, 52, 7, 587, 259, 0.997518, 128, 121, 0.000000, 14, 7, 0.395264, 0.000000
100, 52, 8, 537, 227, 0.999804, 132, 124, 0.000000, 17, 5, 0.928268, 0.000000
100, 52, 9, 510, 246, 0.774191, 146, 138, 0.000000, 10, 6, 0.171875, 0.000000
100, 52, 10, 519, 240, 0.952391, 133, 127, 0.000000, 14, 3, 0.971313, 0.000000
100, 52, 11, 474, 224, 0.874588, 97, 97, 0.000000, 14, 7, 0.395264, 0.000000
100, 52, 12, 499, 225, 0.984225, 117, 113, 0.000000, 11, 6, 0.274414, 0.000000
100, 52, 13, 532, 225, 0.999783, 161, 143, 0.000000, 12, 2, 0.980713, 0.000000
100, 52, 14, 530, 261, 0.619443, 115, 113, 0.000000, 12, 2, 0.980713, 0.000000
100, 52, 15, 522, 244, 0.925718, 168, 161, 0.000000, 7, 2, 0.773438, 0.000000
100, 52, 16, 492, 244, 0.553784, 120, 113, 0.000000, 16, 5, 0.894943, 0.000000
100, 52, 17, 467, 227, 0.710630, 128, 120, 0.000000, 8, 2, 0.855469, 0.000000
100, 52, 18, 545, 248, 0.980162, 142, 131, 0.000000, 16, 7, 0.598190, 0.000000
100, 52, 19, 552, 245, 0.995320, 125, 118, 0.000000, 13, 3, 0.953857, 0.000000
100, 52, 20, 500, 231, 0.951055, 123, 119, 0.000000, 10, 6, 0.171875, 0.000000
100, 52, 21, 569, 251, 0.997194, 122, 120, 0.000000, 10, 4, 0.623047, 0.000000
100, 52, 22, 524, 256, 0.684556, 142, 133, 0.000000, 11, 5, 0.500000, 0.000000
100, 52, 23, 452, 215, 0.838363, 143, 136, 0.000000, 13, 4, 0.866577, 0.000000
100, 52, 24, 458, 205, 0.986015, 158, 153, 0.000000, 13, 5, 0.709473, 0.000000
100, 52, 25, 557, 266, 0.845404, 127, 123, 0.000000, 12, 6, 0.387207, 0.000000
100, 52, 26, 541, 243, 0.989916, 171, 155, 0.000000, 10, 0, 0.999023, 0.000000
100, 52, 27, 481, 223, 0.939506, 156, 139, 0.000000, 14, 4, 0.910217, 0.000000
100, 52, 28, 464, 226, 0.695182, 135, 124, 0.000000, 12, 4, 0.806152, 0.000000
100, 52, 29, 495, 244, 0.606281, 150, 140, 0.000000, 13, 7, 0.290527, 0.000000
100, 52, 30, 559, 243, 0.998852, 138, 129, 0.000000, 14, 5, 0.788025, 0.000000
100, 52, 31, 522, 231, 0.995127, 110, 105, 0.000000, 9, 4, 0.500000, 0.000000
100, 52, 32, 503, 208, 0.999939, 170, 161, 0.000000, 13, 5, 0.709473, 0.000000
100, 52, 33, 501, 224, 0.989961, 144, 132, 0.000000, 12, 5, 0.612793, 0.000000
100, 52, 34, 488, 248, 0.341875, 143, 138, 0.000000, 12, 5, 0.612793, 0.000000
100, 52, 35, 70, 42, 0.036119, 19, 19, 0.000000, 3, 3, 0.000000, 0.000000
100, 52, 36, 492, 227, 0.952401, 116, 109, 0.000000, 10, 8, 0.010742, 0.000000
100, 52, 37, 552, 263, 0.856356, 126, 115, 0.000000, 13, 5, 0.709473, 0.000000
100, 52, 38, 502, 259, 0.224018, 137, 131, 0.000000, 17, 7, 0.685471, 0.000000
100, 52, 39, 526, 221, 0.999856, 150, 142, 0.000000, 12, 3, 0.927002, 0.000000
100, 52, 40, 453, 221, 0.680742, 134, 126, 0.000000, 22, 8, 0.856861, 0.000000
100, 52, 41, 554, 237, 0.999613, 140, 135, 0.000000, 12, 6, 0.387207, 0.000000
100, 52, 42, 480, 246, 0.276491, 134, 127, 0.000000, 15, 4, 0.940765, 0.000000
100, 52, 43, 477, 234, 0.642907, 147, 131, 0.000000, 13, 2, 0.988770, 0.000000
100, 52, 44, 555, 248, 0.993127, 133, 123, 0.000000, 8, 3, 0.636719, 0.000000
100, 52, 45, 470, 223, 0.855640, 124, 121, 0.000000, 10, 4, 0.623047, 0.000000
100, 52, 46, 508, 249, 0.655147, 115, 105, 0.000000, 14, 6, 0.604736, 0.000000
100, 52, 47, 555, 257, 0.955283, 129, 124, 0.000000, 13, 7, 0.290527, 0.000000
100, 52, 48, 550, 233, 0.999804, 129, 127, 0.000000, 12, 6, 0.387207, 0.000000
100, 52, 49, 471, 225, 0.821612, 162, 159, 0.000000, 16, 3, 0.989365, 0.000000
100, 53, 0, 192, 96, 0.471246, 46, 44, 0.000000, 1, 0, 0.500000, 0.000000
100, 53, 1, 540, 292, 0.026353, 134, 125, 0.000000, 11, 3, 0.886719, 0.000000
100, 53, 2, 545, 302, 0.005051, 144, 139, 0.000000, 14, 3, 0.971313, 0.000000
100, 53, 3, 587, 332, 0.000633, 158, 140, 0.000000, 8, 3, 0.636719, 0.000000
100, 53, 4, 511, 296, 0.000139, 114, 113, 0.000000, 12, 1, 0.996826, 0.000000
100, 53, 5, 539, 315, 0.000036, 113, 105, 0.000000, 16, 6, 0.772751, 0.000000
100, 53, 6, 530, 303, 0.000404, 114, 107, 0.000000, 12, 5, 0.612793, 0.000000
100, 53, 7, 623, 322, 0.189055, 118, 110, 0.000000, 12, 6, 0.387207, 0.000000
100, 53, 8, 601, 310, 0.207313, 131, 125, 0.000000, 13, 6, 0.500000, 0.000000
100, 53, 9, 588, 326, 0.003649, 122, 113, 0.000000, 8, 4, 0.363281, 0.000000
100, 53, 10, 583, 300, 0.228004, 125, 116, 0.000000, 15, 4, 0.940765, 0.000000
100, 53, 11, 547, 307, 0.001803, 82, 78, 0.000000, 12, 5, 0.612793, 0.000000
100, 53, 12, 518, 308, 0.000006, 104, 99, 0.000000, 13, 8, 0.133423, 0.000000
100, 53, 13, 558, 282, 0.383503, 147, 139, 0.000000, 8, 4, 0.363281, 0.000000
100, 53, 14, 585, 337, 0.000097, 108, 103, 0.000000, 11, 3, 0.886719, 0.000000
100, 53, 15, 541, 301, 0.003814, 148, 141, 0.000000, 4, 3, 0.062500, 0.000000
100, 53, 16, 545, 322, 0.000009, 103, 96, 0.000000, 10, 4, 0.623047, 0.000000
100, 53, 17, 533, 297, 0.003593, 112, 105, 0.000000, 9, 5, 0.253906, 0.000000
100, 53, 18, 631, 337, 0.039879, 124, 118, 0.000000, 11, 5, 0.500000, 0.000000
100, 53, 19, 582, 329, 0.000697, 123, 115, 0.000000, 11, 6, 0.274414, 0.000000
100, 53, 20, 530, 311, 0.000026, 133, 122, 0.000000, 9, 5, 0.253906, 0.000000
100, 53, 21, 571, 303, 0.065927, 121, 121, 0.000000, 11, 4, 0.725586, 0.000000
100, 53, 22, 562, 331, 0.000010, 134, 121, 0.000000, 6, 2, 0.656250, 0.000000
100, 53, 23, 488, 270, 0.008172, 129, 125, 0.000000, 12, 3, 0.927002, 0.000000
100, 53, 24, 520, 301, 0.000133, 152, 135, 0.000000, 13, 5, 0.709473, 0.000000
100, 53, 25, 568, 326, 0.000177, 121, 115, 0.000000, 14, 5, 0.788025, 0.000000
100, 53, 26, 581, 312, 0.033922, 155, 138, 0.000000, 13, 6, 0.500000, 0.000000
100, 53, 27, 486, 262, 0.038387, 136, 134, 0.000000, 8, 2, 0.855469, 0.000000
100, 53, 28, 498, 292, 0.000047, 123, 116, 0.000000, 13, 4, 0.866577, 0.000000
100, 53, 29, 536, 295, 0.008719, 140, 131, 0.000000, 12, 9, 0.019287, 0.000000
100, 53, 30, 542, 298, 0.009036, 122, 113, 0.000000, 10, 4, 0.623047, 0.000000
100, 53, 31, 535, 314, 0.000023, 102, 97, 0.000000, 6, 2, 0.656250, 0.000000
100, 53, 32, 506, 215, 0.999581, 148, 138, 0.000000, 12, 8, 0.072998, 0.000000
100, 53, 33, 544, 306, 0.001529, 132, 119, 0.000000, 8, 4, 0.363281, 0.000000
100, 53, 34, 560, 336, 0.000001, 126, 116, 0.000000, 10, 4, 0.623047, 0.000000
100, 53, 35, 472, 286, 0.000002, 69, 69, 0.000000, 13, 8, 0.133423, 0.000000
100, 53, 36, 546, 301, 0.007319, 109, 102, 0.000000, 8, 4, 0.363281, 0.000000
100, 53, 37, 565, 308, 0.014303, 115, 109, 0.000000, 11, 4, 0.725586, 0.000000
100, 53, 38, 562, 330, 0.000014, 121, 120, 0.000000, 11, 3, 0.886719, 0.000000
100, 53, 39, 569, 309, 0.017990, 135, 123, 0.000000, 12, 2, 0.980713, 0.000000
100, 53, 40, 477, 296, 0.000000, 112, 111, 0.000000, 17, 10, 0.166153, 0.000000
100, 53, 41, 617, 309, 0.467917, 121, 119, 0.000000, 14, 2, 0.993530, 0.000000
100, 53, 42, 586, 321, 0.009232, 133, 125, 0.000000, 12, 1, 0.996826, 0.000000
100, 53, 43, 526, 295, 0.002275, 120, 111, 0.000000, 10, 3, 0.828125, 0.000000
100, 53, 44, 574, 308, 0.036298, 117, 111, 0.000000, 8, 4, 0.363281, 0.000000
100, 53, 45, 476, 274, 0.000401, 125, 119, 0.000000, 12, 5, 0.612793, 0.000000
100, 53, 46, 557, 301, 0.025594, 99, 99, 0.000000, 7, 3, 0.500000, 0.000000
100, 53, 47, 593, 315, 0.059287, 112, 112, 0.000000, 14, 5, 0.788025, 0.000000
100, 53, 48, 627, 331, 0.075230, 116, 110, 0.000000, 14, 6, 0.604736, 0.000000
100, 53, 49, 491, 275, 0.003357, 163, 153, 0.000000, 14, 5, 0.788025, 0.000000
100, 54, 0, 357, 165, 0.915644, 93, 90, 0.000000, 12, 5, 0.612793, 0.000000
100, 54, 1, 600, 265, 0.997596, 143, 134, 0.000000, 16, 6, 0.772751, 0.000000
100, 54, 2, 562, 272, 0.763328, 142, 132, 0.000000, 17, 8, 0.500000, 0.000000
100, 54, 3, 591, 311, 0.094013, 184, 169, 0.000000, 14, 5, 0.788025, 0.000000
100, 54, 4, 477, 232, 0.708626, 137, 131, 0.000000, 16, 11, 0.038406, 0.000000
100, 54, 5, 557, 268, 0.801611, 123, 114, 0.000000, 20, 10, 0.411901, 0.000000
100, 54, 6, 535, 285, 0.059764, 129, 126, 0.000000, 15, 7, 0.500000, 0.000000
100, 54, 7, 610, 294, 0.802402, 129, 122, 0.000000, 17, 10, 0.166153, 0.000000
100, 54, 8, 564, 264, 0.929762, 142, 133, 0.000000, 17, 9, 0.314529, 0.000000
100, 54, 9, 555, 289, 0.154161, 148, 143, 0.000000, 13, 9, 0.046143, 0.000000
100, 54, 10, 574, 280, 0.706281, 141, 131, 0.000000, 19, 5, 0.968216, 0.000000
100, 54, 11, 521, 275, 0.094343, 98, 98, 0.000000, 16, 8, 0.401810, 0.000000
100, 54, 12, 534, 266, 0.517256, 123, 119, 0.000000, 13, 7, 0.290527, 0.000000
100, 54, 13, 565, 253, 0.992694, 168, 148, 0.000000, 13, 2, 0.988770, 0.000000
100, 54, 14, 562, 303, 0.028786, 122, 120, 0.000000, 14, 3, 0.971313, 0.000000
100, 54, 15, 556, 285, 0.262361, 176, 169, 0.000000, 9, 6, 0.089844, 0.000000
100, 54, 16, 526, 291, 0.006435, 122, 113, 0.000000, 17, 4, 0.975479, 0.000000
100, 54, 17, 508, 258, 0.344853, 131, 123, 0.000000, 9, 5, 0.253906, 0.000000
100, 54, 18, 592, 293, 0.581398, 155, 142, 0.000000, 16, 7, 0.598190, 0.000000
100, 54, 19, 594, 299, 0.418737, 135, 128, 0.000000, 15, 7, 0.500000, 0.000000
100, 54, 20, 537, 286, 0.060109, 133, 125, 0.000000, 14, 8, 0.211975, 0.000000
100, 54, 21, 615, 309, 0.435939, 130, 128, 0.000000, 13, 5, 0.709473, 0.000000
100, 54, 22, 576, 304, 0.084538, 144, 132, 0.000000, 12, 6, 0.387207, 0.000000
100, 54, 23, 482, 255, 0.093237, 154, 145, 0.000000, 16, 7, 0.598190, 0.000000
100, 54, 24, 510, 250, 0.654859, 163, 153, 0.000000, 15, 6, 0.696381, 0.000000
100, 54, 25, 598, 305, 0.297517, 140, 133, 0.000000, 15, 10, 0.059235, 0.000000
100, 54, 26, 580, 286, 0.614329, 180, 157, 0.000000, 12, 2, 0.980713, 0.000000
100, 54, 27, 505, 257, 0.328183, 170, 153, 0.000000, 18, 8, 0.592735, 0.000000
100, 54, 28, 503, 264, 0.123157, 141, 133, 0.000000, 15, 8, 0.303619, 0.000000
100, 54, 29, 547, 277, 0.366172, 163, 147, 0.000000, 15, 10, 0.059235, 0.000000
100, 54, 30, 589, 278, 0.906361, 146, 136, 0.000000, 14, 6, 0.604736, 0.000000
100, 54, 31, 556, 270, 0.737639, 123, 118, 0.000000, 8, 4, 0.363281, 0.000000
100, 54, 32, 553, 262, 0.883125, 172, 161, 0.000000, 13, 7, 0.290527, 0.000000
100, 54, 33, 550, 269, 0.680460, 144, 134, 0.000000, 13, 7, 0.290527, 0.000000
100, 54, 34, 524, 283, 0.030107, 154, 143, 0.000000, 13, 8, 0.133423, 0.000000
100, 54, 35, 170, 120, 0.000000, 35, 35, 0.000000, 7, 6, 0.007813, 0.000000
100, 54, 36, 526, 264, 0.447972, 118, 111, 0.000000, 15, 11, 0.017578, 0.000000
100, 54, 37, 598, 305, 0.297517, 129, 120, 0.000000, 13, 5, 0.709473, 0.000000
100, 54, 38, 550, 310, 0.001218, 141, 134, 0.000000, 21, 9, 0.668188, 0.000000
100, 54, 39, 585, 281, 0.818474, 157, 144, 0.000000, 14, 4, 0.910217, 0.000000
100, 54, 40, 478, 251, 0.126408, 139, 131, 0.000000, 26, 15, 0.163470, 0.000000
100, 54, 41, 604, 276, 0.981058, 143, 139, 0.000000, 13, 8, 0.133423, 0.000000
100, 54, 42, 521, 282, 0.026896, 140, 129, 0.000000, 17, 4, 0.975479, 0.000000
100, 54, 43, 511, 278, 0.020877, 153, 133, 0.000000, 16, 4, 0.961594, 0.000000
100, 54, 44, 618, 296, 0.842708, 133, 123, 0.000000, 12, 6, 0.387207, 0.000000
100, 54, 45, 523, 271, 0.190921, 131, 125, 0.000000, 14, 7, 0.395264, 0.000000
100, 54, 46, 568, 291, 0.264567, 123, 113, 0.000000, 19, 10, 0.323803, 0.000000
100, 54, 47, 603, 295, 0.687447, 127, 122, 0.000000, 15, 7, 0.500000, 0.000000
100, 54, 48, 600, 291, 0.756150, 138, 136, 0.000000, 15, 8, 0.303619, 0.000000
100, 54, 49, 530, 283, 0.053964, 170, 165, 0.000000, 19, 5, 0.968216, 0.000000
100, 55, 0, 399, 198, 0.539869, 110, 107, 0.000000, 11, 2, 0.967285, 0.000000
100, 55, 1, 541, 213, 1.000000, 140, 131, 0.000000, 15, 7, 0.500000, 0.000000
100, 55, 2, 506, 232, 0.965876, 136, 129, 0.000000, 15, 6, 0.696381, 0.000000
100, 55, 3, 522, 255, 0.684883, 177, 162, 0.000000, 10, 4, 0.623047, 0.000000
100, 55, 4, 439, 203, 0.936702, 131, 128, 0.000000, 13, 7, 0.290527, 0.000000
100, 55, 5, 488, 230, 0.889210, 122, 113, 0.000000, 16, 7, 0.598190, 0.000000
100, 55, 6, 477, 231, 0.739222, 120, 118, 0.000000, 12, 7, 0.193848, 0.000000
100, 55, 7, 567, 259, 0.978138, 128, 122, 0.000000, 13, 8, 0.133423, 0.000000
100, 55, 8, 524, 232, 0.995056, 132, 124, 0.000000, 16, 5, 0.894943, 0.000000
100, 55, 9, 489, 234, 0.817109, 146, 138, 0.000000, 9, 5, 0.253906, 0.000000
100, 55, 10, 506, 239, 0.885005, 132, 126, 0.000000, 14, 3, 0.971313, 0.000000
100, 55, 11, 455, 219, 0.773382, 102, 102, 0.000000, 14, 7, 0.395264, 0.000000
100, 55, 12, 488, 221, 0.979233, 121, 117, 0.000000, 10, 5, 0.376953, 0.000000
100, 55, 13, 516, 223, 0.998823, 162, 148, 0.000000, 12, 2, 0.980713, 0.000000
100, 55, 14, 497, 250, 0.428814, 121, 119, 0.000000, 11, 2, 0.967285, 0.000000
100, 55, 15, 497, 235, 0.878259, 170, 163, 0.000000, 7, 2, 0.773438, 0.000000
100, 55, 16, 465, 235, 0.390431, 120, 113, 0.000000, 17, 5, 0.928268, 0.000000
100, 55, 17, 441, 222, 0.424482, 128, 120, 0.000000, 8, 2, 0.855469, 0.000000
100, 55, 18, 526, 260, 0.586277, 142, 138, 0.000000, 14, 7, 0.395264, 0.000000
100, 55, 19, 517, 234, 0.982666, 126, 121, 0.000000, 11, 3, 0.886719, 0.000000
100, 55, 20, 486, 232, 0.829594, 130, 126, 0.000000, 10, 6, 0.171875, 0.000000
100, 55, 21, 536, 243, 0.982897, 129, 127, 0.000000, 8, 4, 0.363281, 0.000000
100, 55, 22, 528, 262, 0.551930, 142, 133, 0.000000, 9, 3, 0.746094, 0.000000
100, 55, 23, 426, 205, 0.766290, 148, 141, 0.000000, 11, 4, 0.725586, 0.000000
100, 55, 24, 460, 226, 0.627910, 158, 153, 0.000000, 12, 3, 0.927002, 0.000000
100, 55, 25, 508, 253, 0.517691, 131, 126, 0.000000, 13, 7, 0.290527, 0.000000
100, 55, 26, 510, 237, 0.939451, 179, 163, 0.000000, 9, 0, 0.998047, 0.000000
100, 55, 27, 472, 217, 0.955775, 158, 145, 0.000000, 14, 4, 0.910217, 0.000000
100, 55, 28, 444, 217, 0.665330, 140, 129, 0.000000, 11, 1, 0.994141, 0.000000
100, 55, 29, 475, 243, 0.290978, 152, 140, 0.000000, 13, 6, 0.500000, 0.000000
100, 55, 30, 526, 215, 0.999984, 136, 127, 0.000000, 12, 4, 0.806152, 0.000000
100, 55, 31, 502, 224, 0.991041, 115, 109, 0.000000, 8, 3, 0.636719, 0.000000
100, 55, 32, 485, 200, 0.999934, 173, 162, 0.000000, 12, 5, 0.612793, 0.000000
100, 55, 33, 503, 229, 0.975165, 145, 134, 0.000000, 12, 4, 0.806152, 0.000000
100, 55, 34, 477, 258, 0.033459, 148, 141, 0.000000, 11, 3, 0.886719, 0.000000
100, 55, 35, 84, 53, 0.005817, 23, 23, 0.000000, 3, 1, 0.500000, 0.000000
100, 55, 36, 470, 224, 0.833639, 125, 117, 0.000000, 11, 9, 0.005859, 0.000000
100, 55, 37, 517, 259, 0.464960, 125, 116, 0.000000, 13, 5, 0.709473, 0.000000
100, 55, 38, 497, 268, 0.036334, 136, 130, 0.000000, 15, 6, 0.696381, 0.000000
100, 55, 39, 507, 218, 0.999075, 156, 148, 0.000000, 11, 3, 0.886719, 0.000000
100, 55, 40, 434, 223, 0.266331, 136, 129, 0.000000, 21, 6, 0.960823, 0.000000
100, 55, 41, 542, 232, 0.999538, 145, 138, 0.000000, 11, 6, 0.274414, 0.000000
100, 55, 42, 457, 233, 0.319995, 130, 123, 0.000000, 14, 3, 0.971313, 0.000000
100, 55, 43, 456, 231, 0.371550, 148, 132, 0.000000, 13, 2, 0.988770, 0.000000
100, 55, 44, 548, 244, 0.994172, 131, 128, 0.000000, 8, 3, 0.636719, 0.000000
100, 55, 45, 460, 217, 0.878133, 133, 130, 0.000000, 11, 3, 0.886719, 0.000000
100, 55, 46, 495, 246, 0.535808, 121, 111, 0.000000, 14, 4, 0.910217, 0.000000
100, 55, 47, 534, 249, 0.935102, 122, 121, 0.000000, 12, 7, 0.193848, 0.000000
100, 55, 48, 564, 249, 0.996925, 140, 138, 0.000000, 11, 4, 0.725586, 0.000000
100, 55, 49, 452, 215, 0.838363, 163, 161, 0.000000, 16, 1, 0.999741, 0.000000
100, 56, 0, 375, 194, 0.234877, 78, 78, 0.000000, 12, 3, 0.927002, 0.000000
100, 56, 1, 553, 261, 0.898996, 114, 113, 0.000000, 14, 5, 0.788025, 0.000000
100, 56, 2, 529, 271, 0.271383, 122, 116, 0.000000, 16, 8, 0.401810, 0.000000
100, 56, 3, 554, 291, 0.108940, 144, 134, 0.000000, 13, 5, 0.709473, 0.000000
100, 56, 4, 442, 229, 0.209386, 111, 109, 0.000000, 15, 9, 0.150879, 0.000000
100, 56, 5, 505, 270, 0.054534, 87, 84, 0.000000, 24, 7, 0.968043, 0.000000
100, 56, 6, 523, 278, 0.068507, 90, 90, 0.000000, 14, 7, 0.395264, 0.000000
100, 56, 7, 598, 320, 0.039296, 98, 94, 0.000000, 17, 5, 0.928268, 0.000000
100, 56, 8, 573, 276, 0.798275, 116, 114, 0.000000, 20, 4, 0.994091, 0.000000
100, 56, 9, 515, 293, 0.000743, 103, 99, 0.000000, 11, 3, 0.886719, 0.000000
100, 56, 10, 512, 255, 0.517622, 109, 107, 0.000000, 19, 8, 0.676197, 0.000000
100, 56, 11, 471, 257, 0.021253, 64, 64, 0.000000, 19, 5, 0.968216, 0.000000
100, 56, 12, 502, 260, 0.198227, 89, 89, 0.000000, 13, 6, 0.500000, 0.000000
100, 56, 13, 516, 255, 0.587095, 136, 131, 0.000000, 11, 6, 0.274414, 0.000000
100, 56, 14, 571, 313, 0.009512, 93, 93, 0.000000, 14, 3, 0.971313, 0.000000
100, 56, 15, 506, 264, 0.153276, 135, 133, 0.000000, 8, 2, 0.855469, 0.000000
100, 56, 16, 504, 277, 0.011504, 87, 87, 0.000000, 16, 5, 0.894943, 0.000000
100, 56, 17, 504, 283, 0.002481, 90, 90, 0.000000, 14, 7, 0.395264, 0.000000
100, 56, 18, 560, 281, 0.449567, 95, 88, 0.000000, 15, 8, 0.303619, 0.000000
100, 56, 19, 582, 308, 0.073386, 106, 104, 0.000000, 16, 5, 0.894943, 0.000000
100, 56, 20, 507, 285, 0.002216, 100, 100, 0.000000, 13, 4, 0.866577, 0.000000
100, 56, 21, 559, 277, 0.567164, 101, 101, 0.000000, 12, 2, 0.980713, 0.000000
100, 56, 22, 549, 305, 0.004042, 100, 97, 0.000000, 19, 7, 0.820358, 0.000000
100, 56, 23, 445, 238, 0.064594, 116, 114, 0.000000, 16, 2, 0.997910, 0.000000
100, 56, 24, 483, 254, 0.118380, 137, 133, 0.000000, 22, 8, 0.856861, 0.000000
100, 56, 25, 563, 300, 0.054591, 106, 104, 0.000000, 16, 6, 0.772751, 0.000000
100, 56, 26, 546, 254, 0.943382, 136, 132, 0.000000, 17, 9, 0.314529, 0.000000
100, 56, 27, 521, 261, 0.465094, 127, 120, 0.000000, 17, 7, 0.685471, 0.000000
100, 56, 28, 457, 260, 0.001358, 100, 98, 0.000000, 17, 10, 0.166153, 0.000000
100, 56, 29, 455, 259, 0.001329, 140, 129, 0.000000, 17, 10, 0.166153, 0.000000
100, 56, 30, 554, 304, 0.009686, 90, 90, 0.000000, 14, 7, 0.395264, 0.000000
100, 56, 31, 521, 281, 0.032829, 95, 94, 0.000000, 9, 7, 0.019531, 0.000000
100, 56, 32, 520, 245, 0.898288, 143, 136, 0.000000, 14, 5, 0.788025, 0.000000
100, 56, 33, 493, 269, 0.019091, 112, 110, 0.000000, 14, 5, 0.788025, 0.000000
100, 56, 34, 521, 290, 0.004255, 103, 101, 0.000000, 13, 9, 0.046143, 0.000000
100, 56, 35, 443, 236, 0.076989, 67, 67, 0.000000, 16, 7, 0.598190, 0.000000
100, 56, 36, 499, 272, 0.019682, 96, 93, 0.000000, 11, 6, 0.274414, 0.000000
100, 56, 37, 568, 301, 0.070941, 101, 99, 0.000000, 17, 7, 0.685471, 0.000000
100, 56, 38, 520, 293, 0.001632, 111, 111, 0.000000, 20, 6, 0.942341, 0.000000
100, 56, 39, 523, 264, 0.396536, 122, 121, 0.000000, 14, 2, 0.993530, 0.000000
100, 56, 40, 448, 261, 0.000192, 102, 99, 0.000000, 22, 12, 0.261734, 0.000000
100, 56, 41, 589, 297, 0.402380, 114, 114, 0.000000, 18, 5, 0.951874, 0.000000
100, 56, 42, 532, 288, 0.025478, 110, 110, 0.000000, 19, 10, 0.323803, 0.000000
100, 56, 43, 489, 255, 0.159899, 108, 105, 0.000000, 19, 5, 0.968216, 0.000000
100, 56, 44, 548, 280, 0.289354, 102, 95, 0.000000, 10, 5, 0.376953, 0.000000
100, 56, 45, 485, 251, 0.206881, 108, 107, 0.000000, 20, 7, 0.868412, 0.000000
100, 56, 46, 204, 134, 0.000002, 21, 21, 0.000000, 9, 4, 0.500000, 0.000000
100, 56, 47, 527, 292, 0.005725, 88, 84, 0.000000, 15, 5, 0.849121, 0.000000
100, 56, 48, 526, 266, 0.380118, 86, 85, 0.000000, 19, 8, 0.676197, 0.000000
100, 56, 49, 499, 257, 0.236934, 137, 134, 0.000000, 16, 10, 0.105057, 0.000000
100, 57, 0, 404, 195, 0.741086, 107, 104, 0.000000, 13, 5, 0.709473, 0.000000
100, 57, 1, 585, 265, 0.987255, 143, 135, 0.000000, 16, 8, 0.401810, 0.000000
100, 57, 2, 557, 275, 0.600327, 143, 131, 0.000000, 19, 9, 0.500000, 0.000000
100, 57, 3, 573, 298, 0.158023, 178, 163, 0.000000, 15, 7, 0.500000, 0.000000
100, 57, 4, 485, 238, 0.641775, 133, 129, 0.000000, 15, 9, 0.150879, 0.000000
100, 57, 5, 556, 272, 0.679553, 127, 116, 0.000000, 20, 9, 0.588099, 0.000000
100, 57, 6, 529, 270, 0.300947, 135, 132, 0.000000, 15, 7, 0.500000, 0.000000
100, 57, 7, 612, 292, 0.862460, 128, 122, 0.000000, 16, 8, 0.401810, 0.000000
100, 57, 8, 572, 267, 0.939112, 141, 132, 0.000000, 16, 9, 0.227249, 0.000000
100, 57, 9, 546, 270, 0.584707, 152, 144, 0.000000, 13, 9, 0.046143, 0.000000
100, 57, 10, 575, 283, 0.630652, 136, 126, 0.000000, 17, 8, 0.500000, 0.000000
100, 57, 11, 505, 259, 0.266666, 102, 102, 0.000000, 16, 9, 0.227249, 0.000000
100, 57, 12, 515, 254, 0.604246, 123, 119, 0.000000, 13, 7, 0.290527, 0.000000
100, 57, 13, 553, 250, 0.986536, 168, 152, 0.000000, 15, 4, 0.940765, 0.000000
100, 57, 14, 538, 291, 0.026134, 121, 119, 0.000000, 14, 3, 0.971313, 0.000000
100, 57, 15, 544, 278, 0.288657, 175, 168, 0.000000, 9, 6, 0.089844, 0.000000
100, 57, 16, 506, 274, 0.027911, 121, 112, 0.000000, 17, 7, 0.685471, 0.000000
100, 57, 17, 487, 251, 0.234235, 133, 125, 0.000000, 10, 6, 0.171875, 0.000000
100, 57, 18, 587, 298, 0.339915, 148, 141, 0.000000, 16, 8, 0.401810, 0.000000
100, 57, 19, 566, 285, 0.416781, 136, 129, 0.000000, 12, 5, 0.612793, 0.000000
